addresses,hw_vendor,id,last_seen,names,os,os_version,sources
198.51.26.28,Dell,1f5861f6-c498-47e7-bf13-1b3944da4ee6,1763100778,RZDMZ-SERVER-2628,Ubuntu Linux,16.04,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.26.47,Dell,199f7f17-74ee-4c78-aa18-4d8003deafa3,1763100779,RZDMZ-SERVER-2647,Ubuntu Linux,16.04,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.27.33,HP,1979cf30-9a86-4057-a5f0-ac58c2382b0b,1763100780,"RZDMZ-SERVER-2733, RZDMZ-SERVER-2733.LOCALDOMAIN",Ubuntu Linux,,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.27.39,HP,1e70a0d7-25b9-4fed-8d63-46149386b4b1,1763100780,RZDMZ-SERVER-2739,CentOS Linux,,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.28.13,IBM,1da2808c-f99a-4c3f-8e48-8a0980fb1272,1763100780,RZDMZ-SERVER-2813,Ubuntu Linux,22.04,"AzureAD, CrowdStrike, Nessus, runZero"
,HP,2373f031-89e5-4747-9f76-482509f6c247,1763090750,RZDC-SERVER-1146,,,AzureAD
10.0.2.15,VMware,256234f3-0b3d-40d6-b24a-7d69ff3ec058,1763100780,"RZHQ-SERVER-215.LOCALDOMAIN, RZHQ-SERVER-215",Ubuntu Linux,,"AzureAD, Nessus, runZero"
10.0.4.30,Microsoft,2529cb3e-c1ba-4be9-9377-1f7f9b942a81,1763100783,"RZHQ-SERVER-430, RZHQ-SERVER-430.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.4.43,SUSE,22da919a-3bbc-4333-807b-7ef2ffdd973e,1763100783,RZHQ-SERVER-443,Ubuntu Linux,16.04,"AzureAD, Nessus, runZero"
10.0.5.4,Proxmox,23db0e63-cc30-434e-9969-931af9342773,1763100784,RZHQ-SERVER-54.LOCALDOMAIN,Debian Linux,12,"Nessus, runZero"
10.0.5.17,Proxmox,24970ae3-7019-4d53-9825-fafd81d4cac7,1763100784,,,,"Nessus, runZero"
10.0.7.32,Proxmox,20534dc2-2c28-42be-9fb4-fee21ef01e86,1763100787,,Debian Linux,12,"Nessus, runZero"
10.0.8.27,Dell,25a2a27a-2c39-403a-b656-1870ff722650,1763100790,RZHQ-SERVER-827,Ubuntu Linux,16.04,"AzureAD, Nessus, runZero"
10.0.9.13,VMware,20125a3f-4b70-4ff6-89bd-db5ac22ad674,1763100790,"RZHQ-SERVER-913.LOCALDOMAIN, RZHQ-SERVER-913",Ubuntu Linux,,runZero
10.0.11.25,Proxmox,26e7ca89-5116-4c30-be60-a4d506584f80,1763100778,RZDC-SERVER-1125.LOCALDOMAIN,Debian Linux,12,"Nessus, runZero"
10.0.12.50,IBM,24dacfd7-061e-41c3-be60-790d67a643fe,1763100780,RZDC-SERVER-1250,Ubuntu Linux,22.04,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.13.15,VMware,21d1fb37-d1b6-4f0d-964f-8e05d1f27f40,1763100781,"RZDC-SERVER-1315.LOCALDOMAIN, RZDC-SERVER-1315",Ubuntu Linux,,runZero
10.0.14.3,Proxmox,24cc8cd7-568d-4f58-a525-cb4f32ee67a2,1763100782,RZDC-SERVER-143.LOCALDOMAIN,Debian Linux,12,"Nessus, runZero"
10.0.14.6,Microsoft,25c5206b-f9f8-4d3c-838e-d33da799117f,1763100782,"RZDC-SERVER-146, RZDC-SERVER-146.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.14.28,IBM,226e52f9-c2c1-40be-9f8c-21d98dc94b69,1763100782,RZDC-SERVER-1428,Raspberry Pi OS,9.0,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.14.47,,2379a83b-082f-45e4-8cae-2910708e19b8,1763100782,"RZDC-SERVER-1447, RZDC-SERVER-1447.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,runZero
10.0.15.45,Microsoft,2398eed9-07b7-48cc-ade1-06b09f52fcd1,1763100783,RZDC-SERVER-1545,Microsoft Windows Server,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
10.0.16.47,Proxmox,20c9f73c-ed54-4882-bc2b-d24f4ab609e6,1763100785,RZDC-SERVER-1647.LOCALDOMAIN,Debian Linux,12,"Nessus, runZero"
10.0.18.22,Proxmox,269a38ae-f931-4997-a4a0-5911e76b8472,1763100787,RZDC-SERVER-1822.LOCALDOMAIN,Debian Linux,12,runZero
10.0.18.40,SUSE,20ccfe4b-5fac-4ca8-9783-3309b2fe7062,1763100787,RZDC-SERVER-1840,CentOS Linux,,"AzureAD, Nessus, runZero"
10.0.19.41,Proxmox,22f003c6-1d0d-4be2-92b5-a908c6e84c69,1763100789,,Debian Linux,12,"Nessus, runZero"
"23.20.0.17, 172.31.0.17, fde9:727a:f9f4:f0f5:2fb9:2eb3:6974:228e",AWS,23aea170-fc39-4367-b2ff-00d381c6fbc0,1763100843,"RZCLOUD-SERVER-017, RZCLOUD-SERVER-017.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-017.COMPUTE.INTERNAL, RZCLOUD-SERVER-017.US-EAST-2.COMPUTE.AMAZONAWS.COM",CentOS Linux,,"AWS, CrowdStrike, Nessus, Wiz, runZero"
"23.20.1.9, 172.31.1.9, fde9:727a:31f3:8976:d0ec:d8d4:8e46:4a0f",AWS,277632e7-9d61-490f-9ec0-7d5006b7e2cd,1763100843,"RZCLOUD-SERVER-19, RZCLOUD-SERVER-19.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-19.COMPUTE.INTERNAL, RZCLOUD-SERVER-19.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,16.04,"AWS, CrowdStrike, Nessus, Wiz, runZero"
"23.20.3.32, 172.31.3.32, fde9:727a:97fa:8c09:4620:b3f1:aff1:af91",AWS,27813b3f-c566-4f22-a896-a0f7735cba6d,1763100781,"RZCLOUD-SERVER-332, RZCLOUD-SERVER-332.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-332.COMPUTE.INTERNAL",Microsoft Windows Server (23H2),,"AWS, runZero"
"23.20.4.32, 172.31.4.32, fde9:727a:41f8:5ab4:2381:e3b0:c00:fddc",AWS,2655a0a8-0b70-4f20-98ee-d74b36ba03f3,1763100842,"RZCLOUD-SERVER-432, RZCLOUD-SERVER-432.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-432.COMPUTE.INTERNAL, RZCLOUD-SERVER-432.US-EAST-2.COMPUTE.AMAZONAWS.COM",CentOS Linux,,"AWS, CrowdStrike, Nessus, Wiz, runZero"
198.51.25.4,Microsoft,270a5e46-5d7c-40cc-b09e-6cba13f58392,1763100776,RZDMZ-SERVER-254,Microsoft Windows Server,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
198.51.25.14,Microsoft,2675e51a-b949-42fe-8d1c-6f3e918e14c0,1763100777,RZDMZ-SERVER-2514,Microsoft Windows Server,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
198.51.26.27,,24991caf-9215-4096-82e1-14acd8e77451,1763100778,RZDMZ-SERVER-2627,Ubuntu Linux,16.04,runZero
198.51.26.33,IBM,24594e07-dad9-4bea-834f-e0f998989a8b,1763100778,"RZDMZ-SERVER-2633, RZDMZ-SERVER-2633.LOCALDOMAIN",Ubuntu Linux,,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.27.31,Dell,2747d114-4568-41f8-8157-a45f495b0e82,1763100780,"RZDMZ-SERVER-2731, RZDMZ-SERVER-2731.LOCALDOMAIN",Ubuntu Linux,,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.29.41,Dell,2166c5c1-10a4-4476-b28d-ddfaa4c8383b,1763100782,RZDMZ-SERVER-2941,,,"AzureAD, CrowdStrike, Nessus, runZero"
,Dell,2d0eb119-7c61-4de9-8b03-23942493f4f3,1763090750,RZBACNET-SERVER-1011,,,AzureAD
10.0.0.24,Microsoft,2fbdff50-2d32-4689-9e09-9060cb3df946,1763100778,RZHQ-SERVER-024,Microsoft Windows Server,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
10.0.1.20,VMware,2d12b480-86d6-4200-82ab-3f946643b092,1763100779,"RZHQ-SERVER-120.LOCALDOMAIN, RZHQ-SERVER-120",Ubuntu Linux,,"AzureAD, Nessus, runZero"
10.0.2.23,HP,2facbd85-090f-4fd0-85dd-28d3e4547511,1763100780,RZHQ-SERVER-223,Ubuntu Linux,22.04,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.3.18,Proxmox,281c42f1-50aa-4ea4-aecc-eafc6f8f7fcd,1763100782,,Debian Linux,12,"Nessus, runZero"
10.0.5.19,Microsoft,28a93ff9-568e-4e33-a169-1216ce41736a,1763100784,"RZHQ-SERVER-519, RZHQ-SERVER-519.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.6.40,Proxmox,2f6bf166-1906-4a98-bbe3-1db49be04c00,1763100786,RZHQ-SERVER-640.LOCALDOMAIN,Debian Linux,12,runZero
10.0.6.43,,2c250545-18ba-4d71-aed5-5bb908a89fee,1763100786,"RZHQ-SERVER-643, RZHQ-SERVER-643.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,runZero
10.0.7.5,VMware,2ef28303-c8fa-487c-b065-d0c2d616f38e,1763100786,"RZHQ-SERVER-75.LOCALDOMAIN, RZHQ-SERVER-75",Ubuntu Linux,,"AzureAD, Nessus, runZero"
10.0.10.21,VMware,2cb3d96c-0211-4092-976e-b7ce808917e6,1763100778,"RZBACNET-SERVER-1021.LOCALDOMAIN, RZBACNET-SERVER-1021",Ubuntu Linux,,"AzureAD, Nessus, runZero"
10.0.11.18,Proxmox,2dcf80bc-581b-4f90-ab43-fcfeef49f298,1763100777,,,,"Nessus, runZero"
10.0.14.8,,2bc66bb2-832b-4798-a365-8e940bfd0592,1763100782,"RZDC-SERVER-148, RZDC-SERVER-148.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,runZero
10.0.14.38,SUSE,29641679-548a-46c0-b2db-07e5b13dfb5d,1763100782,RZDC-SERVER-1438,Ubuntu Linux,20.04,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.14.50,IBM,2f13f844-15f6-487b-bd81-8c9e21ff1710,1763100782,RZDC-SERVER-1450,Ubuntu Linux,20.04,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.15.43,Intel,2ff6377c-e8cc-42b0-aab0-30825a0a3efe,1763100783,RZDC-SERVER-1543,Ubuntu Linux,22.04,runZero
10.0.16.11,VMware,2ad6bf78-c94e-4336-8d44-79c9bc20a2f4,1763100784,"RZDC-SERVER-1611.LOCALDOMAIN, RZDC-SERVER-1611",Ubuntu Linux,,"AzureAD, Nessus, runZero"
10.0.18.48,VMware,2dd8d6e4-e380-497c-88df-28a9f87c65a9,1763100787,"RZDC-SERVER-1848.LOCALDOMAIN, RZDC-SERVER-1848",Ubuntu Linux,,"AzureAD, Nessus, runZero"
10.0.20.21,VMware,28af5148-1b46-4d8b-8170-693aa5e3a49b,1763100778,"RZBACNET-SERVER-2021.LOCALDOMAIN, RZBACNET-SERVER-2021",Ubuntu Linux,,"AzureAD, Nessus, runZero"
10.0.20.34,VMware,28eaf8ef-6cef-4d88-a845-05f2c5c68780,1763100778,"RZBACNET-SERVER-2034.LOCALDOMAIN, RZBACNET-SERVER-2034",Ubuntu Linux,,"AzureAD, Nessus, runZero"
"23.20.1.40, 172.31.1.40, fde9:727a:9ecf:213c:1ab1:6624:c542:76df",AWS,2f088976-e451-470b-ad3e-87b2d959b8a6,1763100779,"RZCLOUD-SERVER-140, RZCLOUD-SERVER-140.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-140.COMPUTE.INTERNAL",Ubuntu Linux,22.04,"AWS, runZero"
"23.20.3.19, 172.31.3.19, fde9:727a:1b57:211c:de77:3b9:d59e:c144",AWS,28c218a3-911a-45cb-8f7b-7b87de4aa449,1763100842,"RZCLOUD-SERVER-319, RZCLOUD-SERVER-319.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-319.COMPUTE.INTERNAL, RZCLOUD-SERVER-319.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,22.04,"AWS, CrowdStrike, Nessus, Wiz, runZero"
"23.20.4.25, 172.31.4.25, fde9:727a:d170:232e:cd9:20f5:dbf4:658f",AWS,29ce9769-270d-422b-83ef-81536a12227b,1763100842,"RZCLOUD-SERVER-425, RZCLOUD-SERVER-425.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-425.COMPUTE.INTERNAL, RZCLOUD-SERVER-425.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,16.04,"AWS, CrowdStrike, Nessus, Wiz, runZero"
"23.20.4.34, 172.31.4.34, fde9:727a:3afb:f7c3:47ad:166c:ae8d:1265",AWS,2bd1e464-901b-4dfc-baf2-2563a7e25926,1763100843,"RZCLOUD-SERVER-434, RZCLOUD-SERVER-434.LOCALDOMAIN, RZCLOUD-SERVER-434.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-434.COMPUTE.INTERNAL, RZCLOUD-SERVER-434.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,,"AWS, CrowdStrike, Nessus, Wiz, runZero"
"23.20.4.38, 172.31.4.38, fde9:727a:2a5a:afd7:fea0:c471:c7e8:58c3",AWS,2f138392-8956-45fa-b898-ec8e202696e4,1763100842,"RZCLOUD-SERVER-438, RZCLOUD-SERVER-438.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-438.COMPUTE.INTERNAL, RZCLOUD-SERVER-438.US-EAST-2.COMPUTE.AMAZONAWS.COM",CentOS Linux,,"AWS, CrowdStrike, Nessus, Wiz, runZero"
"23.20.4.39, 172.31.4.39, fde9:727a:4c90:42f0:43f3:4db6:c34e:d639",AWS,2b174b55-ef08-452f-9539-5e5fdfa37dd7,1763100842,"RZCLOUD-SERVER-439, RZCLOUD-SERVER-439.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-439.COMPUTE.INTERNAL, RZCLOUD-SERVER-439.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,22.04,"AWS, CrowdStrike, Nessus, Wiz, runZero"
198.51.25.19,Microsoft,2dce4272-1861-45b2-9eb9-79f8b58d45e0,1763100777,"RZDMZ-SERVER-2519, RZDMZ-SERVER-2519.CORP.RUNZERO.COM",Microsoft Windows Server 2019,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
198.51.25.21,Dell,2a947eea-b037-4d3b-929e-552f4b7c1c4a,1763100777,RZDMZ-SERVER-2521,CentOS Linux,,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.25.30,Proxmox,2e934b39-5ddc-4c83-ab3d-cdaf7b88652c,1763100777,RZDMZ-SERVER-2530,Microsoft Windows Server (23H2),,runZero
198.51.26.13,SUSE,2e4ea740-de52-48a9-afef-fa42cd6ca417,1763100778,RZDMZ-SERVER-2613,Ubuntu Linux,22.04,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.28.6,HP,2ed42189-fb2f-4a4a-9a80-9ad0fb0aece6,1763100780,RZDMZ-SERVER-286,Ubuntu Linux,16.04,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.28.10,IBM,28c874d7-2c59-423d-b865-0d04c952343f,1763100780,"RZDMZ-SERVER-2810, RZDMZ-SERVER-2810.LOCALDOMAIN",Ubuntu Linux,,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.28.43,Dell,2a1c9d80-8c7f-4d97-9ce6-9a290501a7fa,1763100781,RZDMZ-SERVER-2843,Ubuntu Linux,16.04,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.29.40,IBM,2afa346e-f7f3-429e-9792-4a7a846f9b76,1763100782,RZDMZ-SERVER-2940,,,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.1.45,Microsoft,35c89b99-bd6e-4a79-8ad3-8eb6566a043c,1763100779,"RZHQ-SERVER-145, RZHQ-SERVER-145.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.2.11,Proxmox,37232b43-b4ce-4d94-981b-2f137d1a04e9,1763100780,RZHQ-SERVER-211.LOCALDOMAIN,Debian Linux,12,runZero
10.0.3.24,,372166c1-2216-4ef1-ad13-f6f36488f641,1763100782,"RZHQ-SERVER-324, RZHQ-SERVER-324.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,runZero
10.0.4.19,IBM,317a0937-d9fb-4f4f-9a5d-480d0d4ffab6,1763100783,RZHQ-SERVER-419,Ubuntu Linux,22.04,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.5.39,HP,32ac9de3-436c-426c-9370-a62ecd23a1a8,1763100784,RZHQ-SERVER-539,Ubuntu Linux,20.04,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.6.23,VMware,354958ff-cbf4-4c4d-90a0-f156e8a32596,1763100786,"RZHQ-SERVER-623.LOCALDOMAIN, RZHQ-SERVER-623",Ubuntu Linux,,runZero
10.0.7.17,Microsoft,36466149-5bff-4399-9657-be0fbdbf876d,1763100787,RZHQ-SERVER-717,Microsoft Windows Server,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
10.0.8.12,Dell,37c5d9ea-b6d5-4d60-b5d2-9994eb6ac79b,1763100790,RZHQ-SERVER-812,Ubuntu Linux,22.04,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.9.17,Microsoft,3088e7d9-1654-4be6-bb8d-c53254006bd5,1763100790,RZHQ-SERVER-917,Microsoft Windows Server,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
10.0.9.19,Intel,3194b35a-a4c3-44bb-83cf-7d43d156e75a,1763100790,RZHQ-SERVER-919,Ubuntu Linux,22.04,runZero
10.0.10.11,Proxmox,355720ef-c666-4584-bf81-accf465ea12e,1763100778,,Debian Linux,12,"Nessus, runZero"
10.0.12.12,Proxmox,346299f8-fe48-4d7e-9035-6d906e33c357,1763100780,"RZDC-SERVER-1212.LOCALDOMAIN, RZDC-SERVER-1212",Debian Linux,12,"AzureAD, Nessus, runZero"
10.0.12.22,Proxmox,34163fa0-a51f-48d6-a7a2-846d45a41472,1763100780,"RZDC-SERVER-1222.LOCALDOMAIN, RZDC-SERVER-1222",Debian Linux,12,"AzureAD, Nessus, runZero"
10.0.12.25,HP,323fb77d-32d6-48fc-94f1-adabac49e137,1763100779,RZDC-SERVER-1225,,,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.14.11,Microsoft,3206149a-e8dd-4b37-ba47-01cdf597e3e7,1763100782,RZDC-SERVER-1411,Microsoft Windows Server,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
10.0.14.20,,353c95fb-7614-4207-bd98-c7d7b3a1e893,1763100782,RZDC-SERVER-1420,Ubuntu Linux,16.04,runZero
10.0.14.34,Proxmox,30e02685-b17a-4a8d-934c-b531bd64efdf,1763100782,,,,"Nessus, runZero"
10.0.14.40,Proxmox,30e1d7ea-748c-4ef9-8516-2c3077a8ea77,1763100782,,,,"Nessus, runZero"
10.0.16.38,Microsoft,343e0d19-e57f-4687-acef-22933f32fe0b,1763100785,"RZDC-SERVER-1638, RZDC-SERVER-1638.RUNZERO.LOCAL",Microsoft Windows Server 2016,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
"23.20.3.43, 172.31.3.43, fde9:727a:1be0:611:401:ffd1:20aa:570f",AWS,33eff20f-871d-462f-91a4-2d39f502aaaa,1763100843,"RZCLOUD-SERVER-343, RZCLOUD-SERVER-343.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-343.COMPUTE.INTERNAL, RZCLOUD-SERVER-343.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,16.04,"AWS, CrowdStrike, Nessus, Wiz, runZero"
"23.20.3.44, 172.31.3.44, fde9:727a:95b1:8e63:9806:6f4d:3e82:d22d",AWS,34c1368a-d41b-4785-a433-b33906ec661c,1763100842,"RZCLOUD-SERVER-344, RZCLOUD-SERVER-344.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-344.COMPUTE.INTERNAL, RZCLOUD-SERVER-344.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,20.04,"AWS, CrowdStrike, Nessus, Wiz, runZero"
"23.20.4.37, 172.31.4.37, fde9:727a:be86:b494:d653:8bf6:3859:787",AWS,3783d65a-4e19-4057-8e9b-e117d260fd60,1763100842,"RZCLOUD-SERVER-437, RZCLOUD-SERVER-437.LOCALDOMAIN, RZCLOUD-SERVER-437.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-437.COMPUTE.INTERNAL, RZCLOUD-SERVER-437.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,,"AWS, CrowdStrike, Nessus, Wiz, runZero"
198.51.25.22,Microsoft,32640755-1d22-4bf0-89b4-065bec0adda9,1763100777,RZDMZ-SERVER-2522,Microsoft Windows Server,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
198.51.26.5,SUSE,37501f83-5caa-46df-8f07-e4b5d72af267,1763100778,RZDMZ-SERVER-265,Ubuntu Linux,20.04,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.27.30,Intel,35c030d0-e5d6-4561-b2a4-4bb43d222b13,1763100780,RZDMZ-SERVER-2730,Ubuntu Linux,22.04,runZero
198.51.27.46,Proxmox,319e6a20-f6b8-4a3d-bcb2-a2dbc51ce0b3,1763100780,"RZDMZ-SERVER-2746.RUNZERO.LOCAL, RZDMZ-SERVER-2746",Microsoft Windows Server 2016 (RTM),10.0.14393,runZero
198.51.28.30,Dell,36cf1f00-db4a-47cb-b115-ffc8499356b8,1763100781,"RZDMZ-SERVER-2830, RZDMZ-SERVER-2830.LOCALDOMAIN",Ubuntu Linux,,"AzureAD, CrowdStrike, Nessus, runZero"
,HP,3e14840c-d04c-4cd6-95b4-4d39dbf45b34,1763090750,RZHQ-SERVER-016,,,AzureAD
,HP,3b5ac390-34b6-4bdb-99bd-d5607f2b74d8,1763090750,RZDC-SERVER-1147,,,AzureAD
,IBM,3f65024e-5626-4118-8a4c-39bfae2d0c0a,1763090750,RZHQ-SERVER-738,,,AzureAD
,SUSE,39cc0933-e370-42c1-86e4-657785dc9c5c,1763090750,RZHQ-SERVER-745,,,AzureAD
10.0.1.4,Microsoft,385bd92b-1517-497b-b5be-8d9d608ce9a7,1763100779,"RZHQ-SERVER-14, RZHQ-SERVER-14.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.1.6,SUSE,3ab2f454-55af-424f-8014-4bde0cde4c68,1763100779,RZHQ-SERVER-16,Ubuntu Linux,22.04,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.1.22,HP,397f6e92-7af1-4a8e-aa8a-198cdd76272f,1763100764,"RZHQ-SERVER-122, CQKOL, N50LON.NQG",Debian Linux,9,"AzureAD, Nessus, runZero"
10.0.4.3,Proxmox,3c1af5c5-ed5a-4989-9248-b69be314bbaf,1763100783,,Debian Linux,12,runZero
10.0.4.4,VMware,3e378eca-b0e6-4e91-8501-3d3172f97aba,1763100783,"RZHQ-SERVER-44.LOCALDOMAIN, RZHQ-SERVER-44",Ubuntu Linux,,"AzureAD, Nessus, runZero"
10.0.4.36,HP,3a782b2a-2eed-4223-b287-6997d732a915,1763100783,RZHQ-SERVER-436,Ubuntu Linux,20.04,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.5.44,IBM,3fe4f25a-f614-4a08-9dfc-4ae6b59158a6,1763100784,RZHQ-SERVER-544,Ubuntu Linux,16.04,"AzureAD, Nessus, runZero"
10.0.6.11,SUSE,3b709847-5481-4836-ac50-c8693958b541,1763100786,RZHQ-SERVER-611,Ubuntu Linux,22.04,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.8.10,IBM,3ef529ea-bd73-4f68-ad5e-6766539f356d,1763100790,RZHQ-SERVER-810,CentOS Linux,,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.8.40,SUSE,3dc57b59-6fa4-47e1-bcc8-822622ed1d76,1763100790,"RZHQ-SERVER-840, RZHQ-SERVER-840.LOCALDOMAIN",Ubuntu Linux,,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.11.27,SUSE,3f621d19-f85d-402b-8022-a0343cb97616,1763100778,"RZDC-SERVER-1127, RZDC-SERVER-1127.LOCALDOMAIN",Ubuntu Linux,,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.12.46,Microsoft,3c46bb26-eddb-482c-bf06-318e5e546ef1,1763100780,"RZDC-SERVER-1246, RZDC-SERVER-1246.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.13.12,Microsoft,3a63b03d-bbc9-4069-93dd-79371f9e7918,1763100781,RZDC-SERVER-1312,Microsoft Windows Server,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
10.0.13.23,VMware,3d92e7fa-6a4a-4fc3-bc5c-97cd36071c74,1763100781,"RZDC-SERVER-1323.LOCALDOMAIN, RZDC-SERVER-1323",Ubuntu Linux,,"AzureAD, Nessus, runZero"
10.0.16.45,VMware,391b30f6-5d91-4885-8fe2-b5773ff23b9f,1763100785,"RZDC-SERVER-1645.LOCALDOMAIN, RZDC-SERVER-1645",Ubuntu Linux,,runZero
10.0.19.46,Dell,3d84d712-0b98-4310-9117-c0aa45239dd7,1763100790,RZDC-SERVER-1946,CentOS Linux,,"AzureAD, Nessus, runZero"
10.0.20.48,VMware,3ef01792-19b8-45a6-82b9-d732e82440a1,1763100778,"RZBACNET-SERVER-2048.LOCALDOMAIN, RZBACNET-SERVER-2048",Ubuntu Linux,,runZero
"23.20.1.8, 172.31.1.8, fde9:727a:2ed2:d038:1694:3f50:2a17:8efa",AWS,39e6f90d-4ffc-49fb-910d-8be4187b7b94,1763100843,"RZCLOUD-SERVER-18, RZCLOUD-SERVER-18.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-18.COMPUTE.INTERNAL, RZCLOUD-SERVER-18.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,22.04,"AWS, CrowdStrike, Nessus, Wiz, runZero"
"23.20.1.37, 172.31.1.37, fde9:727a:371:406e:4564:b165:ebe6:80c2",AWS,3cdc3968-1e0a-4e61-b267-b4bc7e376306,1763100779,"RZCLOUD-SERVER-137, RZCLOUD-SERVER-137.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-137.COMPUTE.INTERNAL",Linux,,"AWS, runZero"
"23.20.3.27, 172.31.3.27, fde9:727a:c24e:c7bf:4d9e:7be5:39ef:90ab",AWS,3c9e7de1-40a4-44e6-a0c7-d983c1a70be2,1763100781,"RZCLOUD-SERVER-327, RZCLOUD-SERVER-327.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-327.COMPUTE.INTERNAL",Linux,,"AWS, runZero"
"23.20.4.13, 172.31.4.13, fde9:727a:362:245e:44c2:39ac:2822:5f1a",AWS,3f05ef02-3923-463f-a775-c4e59444e018,1763100782,"RZCLOUD-SERVER-413, RZCLOUD-SERVER-413.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-413.COMPUTE.INTERNAL",Ubuntu Linux,22.04,"AWS, runZero"
