addresses,hw_vendor,id,last_seen,names,os,os_version,sources
"23.20.4.44, 172.31.4.44, fde9:727a:cfba:121:7d3:426e:97a0:65c9",AWS,49b6c8de-ea0c-4509-867e-fb8bbbc409d4,1759385645,"RZCLOUD-SERVER-444, RZCLOUD-SERVER-444.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-444.COMPUTE.INTERNAL, RZCLOUD-SERVER-444.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,20.04,"AWS, CrowdStrike, Nessus, Wiz, runZero"
198.51.25.5,HP,4cfa244f-3d7d-4d87-a69d-4681c883cbbb,1759385528,RZDMZ-SERVER-255,Ubuntu Linux,20.04,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.25.33,Microsoft,4864d4f4-74c7-4d95-86cd-3b4c1bdf6954,1759385529,"RZDMZ-SERVER-2533, RZDMZ-SERVER-2533.CORP.RUNZERO.COM",Microsoft Windows Server 2019,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
198.51.26.14,Microsoft,4f8abbca-4e79-4fb2-ad64-c49b4966b820,1759385530,"RZDMZ-SERVER-2614, RZDMZ-SERVER-2614.RUNZERO.LOCAL",Microsoft Windows Server 2016,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
198.51.26.30,SUSE,4ffc7a11-ebee-47ac-85fc-79de8d3c4a12,1759385530,RZDMZ-SERVER-2630,Ubuntu Linux,16.04,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.26.38,IBM,4836088c-1ba4-4df5-bdcd-d1a22dc19976,1759385530,RZDMZ-SERVER-2638,Ubuntu Linux,16.04,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.29.20,Microsoft,4d107c33-b441-418c-a5cc-ec5a4ce25b97,1759385534,"RZDMZ-SERVER-2920, RZDMZ-SERVER-2920.CORP.RUNZERO.COM",Microsoft Windows Server 2019,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
10.0.2.45,Microsoft,560b8b38-ec99-4e87-9175-9a9e533086e9,1759385532,"RZHQ-SERVER-245, RZHQ-SERVER-245.RUNZERO.LOCAL",Microsoft Windows Server 2016,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
10.0.3.35,Axis,54addaeb-0989-464f-a84f-bd68ad316f10,1759385533,RZHQ-CAMERA-335,Microsoft Windows CE,,"Nessus, runZero"
10.0.3.48,Microsoft,57343669-9c93-4896-8984-119cd5e43e6a,1759385534,"RZHQ-SERVER-348, RZHQ-SERVER-348.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.5.28,Axis,56a3b7af-b094-4643-a4bf-5e2c2790d63c,1759385536,RZHQ-CAMERA-528,Microsoft Windows CE,,"Nessus, runZero"
10.0.8.25,,50e3b748-b43c-4493-83db-712efa35b0ba,1759385541,RZHQ-SERVER-825,Ubuntu Linux,16.04,runZero
10.0.12.3,Microsoft,53494b77-e9cd-4efe-b3ff-8a29ac75d7c6,1759385531,"RZDC-SERVER-123, RZDC-SERVER-123.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.12.32,Dell,5182fad7-055a-4df5-bf86-22be831539bc,1759385531,RZDC-SERVER-1232,Ubuntu Linux,20.04,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.14.13,IBM,53d639ff-962b-483f-b55a-32322e80b247,1759385533,RZDC-SERVER-1413,Ubuntu Linux,16.04,"AzureAD, Nessus, runZero"
10.0.14.31,Apple,536dddbf-05fc-4c05-ba2f-6bf4dc4a4dd1,1759385607,RZDC-MOBILE-1431,Apple iOS,15.2,"Custom, runZero"
"23.20.3.3, 172.31.3.3, fde9:727a:fd77:23d3:7f3:b896:4add:800e",AWS,5103ead1-b3a7-477b-bdf8-47802d05d183,1759385557,"RZCLOUD-SERVER-33.RUNZERO.LOCAL, RZCLOUD-SERVER-33, RZCLOUD-SERVER-33.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-33.COMPUTE.INTERNAL",Microsoft Windows Server 2016 (RTM),10.0.14393,"AWS, runZero"
198.51.25.40,Dell,51edf66d-8513-411a-8993-e67c85d1dff8,1759385529,RZDMZ-SERVER-2540,Ubuntu Linux,16.04,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.26.46,Microsoft,53422480-ae0d-4e9a-8f81-2d67c63d00ca,1759385530,"RZDMZ-SERVER-2646, RZDMZ-SERVER-2646.RUNZERO.LOCAL",Microsoft Windows Server 2016,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
198.51.27.5,Microsoft,54347e4c-4be1-42cd-9d36-5695fd7bf22f,1759385530,"RZDMZ-SERVER-275, RZDMZ-SERVER-275.CORP.RUNZERO.COM",Microsoft Windows Server 2019,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
198.51.28.44,Microsoft,501f500b-8bb7-4621-9fd7-ad422042a9ad,1759385533,"RZDMZ-SERVER-2844, RZDMZ-SERVER-2844.CORP.RUNZERO.COM",Microsoft Windows Server 2019,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
10.0.1.10,Axis,5fab2b67-9b2e-42d7-93a5-74b4be108e6c,1759385530,RZHQ-IP-CAMERA-110,Microsoft Windows CE,,runZero
10.0.11.37,Microsoft,5e7dd482-8ab2-41a2-8b6f-521d40ecfe6f,1759385529,"RZDC-SERVER-1137, RZDC-SERVER-1137.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.12.13,Apple,59b77921-793b-478f-9feb-0479b79e519b,1759385617,"RZDC-MOBILE-1213.LAN, RZDC-MOBILE-1213",Apple iOS,15.2,"AzureAD, Custom, Nessus, runZero"
10.0.16.50,IBM,5ab7070c-e650-44cb-b4a0-e10738f9280e,1759385536,RZDC-SERVER-1650,Ubuntu Linux,16.04,"AzureAD, Nessus, runZero"
10.0.19.30,HP,5d7aa777-be58-4add-b6b7-a1e828c06d1b,1759385516,"RZDC-SERVER-1930, CQKOL, N50LON.NQG",Debian Linux,9,"AzureAD, Nessus, runZero"
10.0.19.48,IBM,5e9b558f-5289-4442-80b2-c61ddd853eb0,1759385541,RZDC-SERVER-1948,Ubuntu Linux,16.04,"AzureAD, Nessus, runZero"
198.51.26.2,Microsoft,5fa713a8-c62d-496c-96d7-22af7834d270,1759385529,"RZDMZ-SERVER-262, RZDMZ-SERVER-262.CORP.RUNZERO.COM",Microsoft Windows Server 2019,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
198.51.27.3,IBM,5a31ce1b-d8b9-4f8a-87a4-630d76229951,1759385530,RZDMZ-SERVER-273,Ubuntu Linux,20.04,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.0.22,,61b0f2ac-233f-4f8e-9c19-233f6e2f0e60,1759385529,RZHQ-SERVER-022,Ubuntu Linux,16.04,runZero
10.0.10.5,Microsoft,650e0ff7-0527-4cd5-99c7-fc60f0326056,1759385529,"RZBACNET-SERVER-105, RZBACNET-SERVER-105.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.10.23,Microsoft,644df93a-192d-47d6-89b7-eb32690ad922,1759385529,"RZBACNET-SERVER-1023, RZBACNET-SERVER-1023.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.17.14,Dell,63a544c6-b551-4c38-9897-bbfad54fe6f3,1759385537,RZDC-SERVER-1714,Ubuntu Linux,20.04,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.17.36,Axis,61dd5f78-ba64-4274-8a09-9c2d36cc491c,1759385537,RZDC-IP-CAMERA-1736,Microsoft Windows CE,,runZero
"23.20.0.11, 172.31.0.11, fde9:727a:6f06:4d15:b9c7:d09b:e2f9:b397",AWS,677730ce-3ff2-4168-b348-c1df5ca7f8f9,1759385558,"RZCLOUD-SERVER-011.RUNZERO.LOCAL, RZCLOUD-SERVER-011, RZCLOUD-SERVER-011.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-011.COMPUTE.INTERNAL",Microsoft Windows Server 2016 (RTM),10.0.14393,"AWS, runZero"
"23.20.1.31, 172.31.1.31, fde9:727a:51ff:f962:3712:8a6d:133:8040",AWS,602165ad-9764-49d5-9b98-1066e002203a,1759385557,"RZCLOUD-SERVER-131, RZCLOUD-SERVER-131.CORP.RUNZERO.COM, RZCLOUD-SERVER-131.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-131.COMPUTE.INTERNAL",Microsoft Windows Server 2019 (1809),10.0.17763,"AWS, runZero"
"23.20.2.24, 172.31.2.24, fde9:727a:de1f:3dab:4c4d:6425:26b7:21af",AWS,66db950c-68e1-4480-b853-1c724c844292,1759385645,"RZCLOUD-SERVER-224, RZCLOUD-SERVER-224.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-224.COMPUTE.INTERNAL, RZCLOUD-SERVER-224.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,16.04,"AWS, CrowdStrike, Nessus, Wiz, runZero"
"23.20.2.25, 172.31.2.25, fde9:727a:1aa6:3c6d:e9b4:ce0b:14d3:c09c",AWS,608694c1-e222-4c38-9e5c-8a4764e4571a,1759385646,"RZCLOUD-SERVER-225, RZCLOUD-SERVER-225.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-225.COMPUTE.INTERNAL, RZCLOUD-SERVER-225.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,20.04,"AWS, CrowdStrike, Nessus, Wiz, runZero"
"23.20.4.47, 172.31.4.47, fde9:727a:4780:a936:9d07:2ff1:6a5d:67e9",AWS,6059fb65-f8ab-4e22-b825-4adc3fb0f24a,1759385645,"RZCLOUD-SERVER-447, RZCLOUD-SERVER-447.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-447.COMPUTE.INTERNAL, RZCLOUD-SERVER-447.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,20.04,"AWS, CrowdStrike, Nessus, Wiz, runZero"
198.51.28.38,SUSE,623cf57d-a9fb-4c15-9cb5-31a3add685f0,1759385532,RZDMZ-SERVER-2838,Ubuntu Linux,16.04,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.29.13,Microsoft,64675385-cdcc-482c-a766-b51498c6f32c,1759385533,"RZDMZ-SERVER-2913, RZDMZ-SERVER-2913.RUNZERO.LOCAL",Microsoft Windows Server 2016,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
10.0.2.47,Axis,6e2e6ff8-66cd-4276-aa02-8400a331727d,1759385532,RZHQ-IP-CAMERA-247,Microsoft Windows CE,,runZero
10.0.4.45,IBM,6d9c58bf-c88a-4a7c-b5b9-286d41e182eb,1759385535,RZHQ-SERVER-445,Ubuntu Linux,20.04,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.6.17,Axis,6a035d2c-5b9c-4d57-bc4e-451f4ae089be,1759385537,RZHQ-IP-CAMERA-617,Microsoft Windows CE,,runZero
10.0.7.44,Axis,6998014f-57ed-41bf-8810-18469ae1cbe6,1759385538,RZHQ-IP-CAMERA-744,Microsoft Windows CE,,runZero
10.0.8.45,Apple,6c7e427b-ef4c-4809-bb4a-2cc38bb2ad4e,1759385617,"RZHQ-MOBILE-845.LAN, RZHQ-MOBILE-845",Apple iOS,15.2,"AzureAD, Custom, Nessus, runZero"
10.0.10.45,IBM,6857e595-84f7-47bf-9d1e-5015ccb2e9c9,1759385529,RZBACNET-SERVER-1045,Ubuntu Linux,16.04,"AzureAD, Nessus, runZero"
10.0.17.13,,6d50b66d-e3ee-4c71-bcf1-22a8fb49b4a0,1759385537,RZDC-SERVER-1713,Ubuntu Linux,16.04,runZero
10.0.17.33,Microsoft,680622dc-456b-48f9-8309-98c66eb5c089,1759385537,"RZDC-SERVER-1733, RZDC-SERVER-1733.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
"23.20.2.3, 172.31.2.3, fde9:727a:89c7:75ba:9ebe:eeae:63f9:6d51",AWS,68fc119f-cd80-4d8e-955c-a9a5775a099b,1759385646,"RZCLOUD-SERVER-23, RZCLOUD-SERVER-23.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-23.COMPUTE.INTERNAL, RZCLOUD-SERVER-23.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,16.04,"AWS, CrowdStrike, Nessus, Wiz, runZero"
198.51.25.7,IBM,6d15e6c7-1750-4ece-8ca5-36b5f8f0c27c,1759385528,RZDMZ-SERVER-257,Ubuntu Linux,16.04,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.29.11,Dell,6df9bf3f-145e-4b5b-8751-90aa7e01ac5c,1759385533,RZDMZ-SERVER-2911,Ubuntu Linux,16.04,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.0.27,Microsoft,7593c28f-0f4b-414c-99bc-6b188a32c80e,1759385529,"RZHQ-SERVER-027, RZHQ-SERVER-027.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.1.25,Microsoft,73e55b1a-3f96-4616-bafe-48af40910722,1759385531,"RZHQ-SERVER-125, RZHQ-SERVER-125.RUNZERO.LOCAL",Microsoft Windows Server 2016,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
10.0.2.12,Dell,738b0d5c-6815-46dd-85a5-13120a122a2e,1759385531,RZHQ-SERVER-212,Ubuntu Linux,16.04,"AzureAD, Nessus, runZero"
10.0.3.8,Axis,741b83bb-8d14-4af8-86a4-391abd8fd3e7,1759385532,RZHQ-IP-CAMERA-38,Microsoft Windows CE,,runZero
10.0.4.35,SUSE,70f0c647-8453-4059-bffb-91d5fde30778,1759385535,RZHQ-SERVER-435,Ubuntu Linux,20.04,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.13.30,Microsoft,75d1f8ee-0531-47ea-a555-54d02ba787ca,1759385532,"RZDC-SERVER-1330, RZDC-SERVER-1330.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.15.33,SUSE,75376aeb-0572-48ed-a37a-99750ab0338e,1759385535,"RZDC-SERVER-1533, CQKOL, N50LON.NQG",Debian Linux,9,"AzureAD, Nessus, runZero"
10.0.18.32,Axis,76201c26-59ae-4eed-9210-10522496cb0f,1759385538,RZDC-IP-CAMERA-1832,Microsoft Windows CE,,runZero
10.0.19.50,Axis,73f43f03-f0d2-4fe9-bc7f-9fdc7eb8563e,1759385541,RZDC-IP-CAMERA-1950,Microsoft Windows CE,,runZero
10.0.20.33,Microsoft,7023a6ff-b9c9-49d9-8c74-afc5a193f718,1759385529,"RZBACNET-SERVER-2033, RZBACNET-SERVER-2033.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
"23.20.0.47, 172.31.0.47, fde9:727a:33df:19c9:4f53:4654:e916:b3ca",AWS,71b9aeae-88ed-4ff1-9cd3-798854a1efac,1759385644,"RZCLOUD-SERVER-047, RZCLOUD-SERVER-047.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-047.COMPUTE.INTERNAL, RZCLOUD-SERVER-047.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,20.04,"AWS, CrowdStrike, Nessus, Wiz, runZero"
"23.20.1.22, 172.31.1.22, fde9:727a:38b6:dece:d8f9:759b:e3ca:d0f",AWS,72162cc3-d3c4-46f3-8577-7d4a94bbf045,1759385646,"RZCLOUD-SERVER-122, RZCLOUD-SERVER-122.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-122.COMPUTE.INTERNAL, RZCLOUD-SERVER-122.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,20.04,"AWS, CrowdStrike, Nessus, Wiz, runZero"
198.51.25.24,Dell,73056fb8-c062-457d-847d-cfd7d162706d,1759385529,RZDMZ-SERVER-2524,Ubuntu Linux,20.04,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.26.22,,720e6954-9fba-4604-91da-4e15495f0c56,1759385530,RZDMZ-SERVER-2622,Ubuntu Linux,16.04,runZero
198.51.28.33,Dell,76be4e4f-aace-49a7-98b1-16fb652a1612,1759385532,RZDMZ-SERVER-2833,Ubuntu Linux,20.04,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.3.44,Axis,7942e092-52e9-4ac5-a2dc-0bca56ba83dc,1759385534,RZHQ-IP-CAMERA-344,Microsoft Windows CE,,runZero
10.0.8.34,Microsoft,7d378362-95e2-48ac-8164-3f01dc9db393,1759385541,"RZHQ-SERVER-834, RZHQ-SERVER-834.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.12.18,Proxmox,7faa6ba0-e3f0-4cc4-81c8-883187ebed5c,1759385531,"RZDC-SERVER-1218.RUNZERO.LOCAL, RZDC-SERVER-1218",Microsoft Windows Server 2016 (RTM),10.0.14393,runZero
10.0.12.43,Apple,7c511a6f-23f7-4b85-8e43-5d1a1660219f,1759385619,"RZDC-MOBILE-1243.LAN, RZDC-MOBILE-1243",Apple iOS,15.2,"AzureAD, Custom, Nessus, runZero"
10.0.18.33,Microsoft,78407fa2-af1f-44a1-b88c-1d5b5c2931ca,1759385539,"RZDC-SERVER-1833, RZDC-SERVER-1833.RUNZERO.LOCAL",Microsoft Windows Server 2016,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
10.0.20.27,IBM,7df93157-3b57-4e85-8973-3b3c1ae9e5f3,1759385529,RZBACNET-SERVER-2027,Ubuntu Linux,16.04,"AzureAD, Nessus, runZero"
198.51.25.16,IBM,7f1e84c3-668a-42eb-8643-6a0eca30cfc7,1759385528,RZDMZ-SERVER-2516,Ubuntu Linux,20.04,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.0.30,Dell,84343f09-9f7c-485a-bbf4-d7b1afd4f7b4,1759385516,"RZHQ-SERVER-030, CQKOL, N50LON.NQG",Debian Linux,9,"AzureAD, Nessus, runZero"
10.0.5.11,Microsoft,8038492c-9eb3-4025-b864-94447976f4a5,1759385536,"RZHQ-SERVER-511, RZHQ-SERVER-511.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.6.24,HP,81eb2eb6-6b2d-48e2-b561-5e268cca25a6,1759385537,RZHQ-SERVER-624,Ubuntu Linux,16.04,"AzureAD, Nessus, runZero"
10.0.6.38,SUSE,80dbfa51-6d1c-4d4f-afd2-6881b3d49589,1759385537,RZHQ-SERVER-638,Ubuntu Linux,16.04,"AzureAD, Nessus, runZero"
10.0.6.48,SUSE,8677be3a-387e-47b2-a0b7-8f7f60893aa6,1759385537,RZHQ-SERVER-648,Ubuntu Linux,20.04,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.9.6,Microsoft,806c85e8-d90b-47d5-acc6-1932d543e839,1759385542,"RZHQ-SERVER-96, RZHQ-SERVER-96.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.9.26,Proxmox,82f91ae7-ddea-4461-a262-3609b691ed4e,1759385542,"RZHQ-SERVER-926.RUNZERO.LOCAL, RZHQ-SERVER-926",Microsoft Windows Server 2016 (RTM),10.0.14393,runZero
198.51.25.11,HP,845102b0-2ebe-4ffd-93c4-fad0cb8fcd3a,1759385528,RZDMZ-SERVER-2511,Ubuntu Linux,20.04,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.26.17,Microsoft,80feaa9c-0f9d-4858-a1a4-bf781e3bbd77,1759385530,"RZDMZ-SERVER-2617, RZDMZ-SERVER-2617.CORP.RUNZERO.COM",Microsoft Windows Server 2019,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
198.51.27.15,,83316d96-3adb-4b02-a5e9-4c56575464e2,1759385531,RZDMZ-SERVER-2715,Ubuntu Linux,16.04,runZero
10.0.1.5,Apple,8ee83d53-9fd8-4a35-9e57-72b23646d3a6,1759385618,"RZHQ-MOBILE-15.LAN, RZHQ-MOBILE-15",Apple iOS,15.2,"AzureAD, Custom, Nessus, runZero"
10.0.5.36,Axis,8bea310d-daa2-45f1-b4cc-d38aa8ea7951,1759385536,RZHQ-IP-CAMERA-536,Microsoft Windows CE,,runZero
10.0.9.18,Microsoft,8866027b-e438-411e-a17d-831a51977e5c,1759385542,"RZHQ-SERVER-918, RZHQ-SERVER-918.RUNZERO.LOCAL",Microsoft Windows Server 2016,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
"23.20.0.46, 172.31.0.46, fde9:727a:b2c9:460f:a0d5:6ef:780a:7e19",AWS,8a34a622-7928-43c9-866c-671aca6328cb,1759385645,"RZCLOUD-SERVER-046, RZCLOUD-SERVER-046.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-046.COMPUTE.INTERNAL, RZCLOUD-SERVER-046.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,16.04,"AWS, CrowdStrike, Nessus, Wiz, runZero"
"23.20.4.28, 172.31.4.28, fde9:727a:ca12:957c:3514:2483:a3cf:254a",AWS,8937bdd4-aac6-4daa-9b2f-d119ef4e32d6,1759385645,"RZCLOUD-SERVER-428, RZCLOUD-SERVER-428.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-428.COMPUTE.INTERNAL, RZCLOUD-SERVER-428.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,16.04,"AWS, CrowdStrike, Nessus, Wiz, runZero"
198.51.25.18,Proxmox,88d09fc8-085c-407d-943d-960e104b80de,1759385529,"RZDMZ-SERVER-2518.RUNZERO.LOCAL, RZDMZ-SERVER-2518",Microsoft Windows Server 2016 (RTM),10.0.14393,runZero
198.51.26.35,HP,8e795484-72c7-4b0f-b0af-399e030a8822,1759385530,RZDMZ-SERVER-2635,Ubuntu Linux,20.04,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.28.31,SUSE,8b18864a-d87f-425e-8dcd-6132f068afb3,1759385532,RZDMZ-SERVER-2831,Ubuntu Linux,16.04,"AzureAD, CrowdStrike, Nessus, runZero"
10.0.2.24,Microsoft,962009d6-3097-48d3-8a55-cb19abfdac5a,1759385531,"RZHQ-SERVER-224, RZHQ-SERVER-224.RUNZERO.LOCAL",Microsoft Windows Server 2016,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
10.0.3.10,,94b09201-c56b-4899-a087-3b476d7e1f10,1759385533,RZHQ-SERVER-310,Ubuntu Linux,16.04,runZero
10.0.7.13,IBM,97e2d4b5-8d1b-4fb6-9fcf-6fa4860b8580,1759385538,RZHQ-SERVER-713,Ubuntu Linux,16.04,"AzureAD, Nessus, runZero"
10.0.9.27,,968a8951-5fbd-44be-92ef-fbde2f209d80,1759385542,"RZHQ-SERVER-927, RZHQ-SERVER-927.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,runZero
10.0.12.40,Microsoft,949aa450-92b3-463d-b12a-5109a9b64de2,1759385531,"RZDC-SERVER-1240, RZDC-SERVER-1240.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.13.46,Microsoft,93795dd1-39d0-4e45-b6dc-4ad917e87d05,1759385532,"RZDC-SERVER-1346, RZDC-SERVER-1346.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
10.0.15.15,HP,93d0ed14-3995-45d9-a6fb-78bfbd2957ee,1759385516,"RZDC-SERVER-1515, CQKOL, N50LON.NQG",Debian Linux,9,"AzureAD, Nessus, runZero"
10.0.16.6,Apple,958be723-814c-4868-96ad-adb757414400,1759385616,"RZDC-MOBILE-166.LAN, RZDC-MOBILE-166",Apple iOS,15.2,"AzureAD, Custom, Nessus, runZero"
"23.20.4.19, 172.31.4.19, fde9:727a:f2ea:6e23:fefd:e88c:59a:60ed",AWS,96a4bbd0-fe85-4951-9d6a-bc15d2ef32cf,1759385645,"RZCLOUD-SERVER-419, RZCLOUD-SERVER-419.COMPUTE.AMAZONAWS.COM, RZCLOUD-SERVER-419.COMPUTE.INTERNAL, RZCLOUD-SERVER-419.US-EAST-2.COMPUTE.AMAZONAWS.COM",Ubuntu Linux,16.04,"AWS, CrowdStrike, Nessus, Wiz, runZero"
198.51.25.2,HP,9348c1f4-9c12-4861-a201-a368d0d4b9de,1759385528,RZDMZ-SERVER-252,Ubuntu Linux,20.04,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.25.43,SUSE,9075a2de-7a0e-4937-a114-c88bcece9568,1759385529,RZDMZ-SERVER-2543,Ubuntu Linux,20.04,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.26.23,HP,91778985-3c34-48c3-ba6a-25fbbb36b6cc,1759385530,RZDMZ-SERVER-2623,Ubuntu Linux,16.04,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.27.21,HP,92ec02cd-e597-45ad-ab3f-374672df0c8d,1759385531,RZDMZ-SERVER-2721,Ubuntu Linux,16.04,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.27.41,HP,93ae42eb-1993-40a2-b3e2-0cefb2c64645,1759385531,RZDMZ-SERVER-2741,Ubuntu Linux,16.04,"AzureAD, CrowdStrike, Nessus, runZero"
198.51.28.3,Microsoft,9379ff69-6182-4986-a62a-a3797d00ce6a,1759385532,"RZDMZ-SERVER-283, RZDMZ-SERVER-283.CORP.RUNZERO.COM",Microsoft Windows Server 2019,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
198.51.28.8,Microsoft,95bac7f7-88a6-4e3f-9a25-145e8a3352f7,1759385532,"RZDMZ-SERVER-288, RZDMZ-SERVER-288.CORP.RUNZERO.COM",Microsoft Windows Server 2019,,"AzureAD, CrowdStrike, Nessus, Qualys, runZero"
10.0.3.45,HP,9e4b16c7-b241-404f-b01a-81cd760c604d,1759385534,RZHQ-SERVER-345,Ubuntu Linux,16.04,"AzureAD, Nessus, runZero"
10.0.9.14,Axis,9b1413b8-5d1a-441e-8439-eec9b9f133b1,1759385541,RZHQ-CAMERA-914,Microsoft Windows CE,,runZero
10.0.9.36,Apple,98370565-bf11-4979-8b38-c8663dacc1cd,1759385618,"RZHQ-MOBILE-936.LAN, RZHQ-MOBILE-936",Apple iOS,15.2,"AzureAD, Custom, Nessus, runZero"
10.0.11.6,HP,9d20e72b-6179-44f9-b417-a37d75a3153e,1759385529,RZDC-SERVER-116,Ubuntu Linux,16.04,"AzureAD, Nessus, runZero"
10.0.14.43,Apple,9c7bef79-c3c0-44ba-8035-fbea529a0452,1759385619,"RZDC-MOBILE-1443.LAN, RZDC-MOBILE-1443",Apple iOS,15.2,"AzureAD, Custom, Nessus, runZero"
10.0.18.3,Axis,9df20127-5a56-4e8d-9bc2-66a6ff52a365,1759385537,RZDC-IP-CAMERA-183,Microsoft Windows CE,,runZero
10.0.18.8,,9e713b7c-68e0-4af9-bb22-c07026130d48,1759385539,RZDC-SERVER-188,Ubuntu Linux,16.04,runZero
10.0.19.10,Microsoft,9906510b-b6f7-41ee-8275-5987b6b1d36c,1759385540,"RZDC-SERVER-1910, RZDC-SERVER-1910.CORP.RUNZERO.COM",Microsoft Windows Server 2019 (1809),10.0.17763,"AzureAD, Nessus, runZero"
